cluster,n,risk_score_mean,events,event_rate,age_median,male_pct,stage_III_IV_pct
1,41,1.0472114745296999,29,0.7073170731707317,64.17796030116358,0.8292682926829268,0.34146341463414637
2,261,-0.16450448450466557,100,0.3831417624521073,61.25941136208077,0.6360153256704981,0.22988505747126436
