cohort,n,events,c_index,c_index_95ci_lo,c_index_95ci_hi,HR,HR_ci_lo,HR_ci_hi,logrank_p,AUC_1yr,AUC_3yr,AUC_5yr
TCGA-LIHC (training),302,129,0.6999127119033399,0.6474134235815995,0.7429536409961056,3.3980894530425654,2.555731592564396,4.518084748990782,3.904357774790883e-06,0.7726537216828478,0.7448489010989011,0.7474702380952382
